latin|allemand|espagnol|islandais|danois|tchèque|finnois|italien|japonais|néerlandais|norvégien|polonais|portugais|russe|slovaque|suédois|chinois
Setophaga palmarum|Sumpfwaldsänger|Chipe Palmero|Pálmaskríkja|Mossanger|lesňáček bažinný|ruskokruunukerttuli|Dendroica delle palme|ヤシアメリカムシクイ|Palmzanger|Myrparula|lasówka kasztanowoglowa||Пальмовая древесница|horárik palmový|Brunhättad skogssångare|棕榈林莺
Setophaga pinus|Kiefernwaldsänger|Chipe Pinero||Fyresanger|lesňáček borovicový|mäntykerttuli|Dendroica dei pini|マツアメリカムシクイ|Dennezanger|Furuparula|lasówka sosnowa||Сосновый лесной певун|horárik borovicový|Tallskogssångare|松莺
Setophaga coronata|Kronwaldsänger|Chipe Coronado|Krúnuskríkja|Myrtesanger|lesňáček žlutokorunkatý|keltaperäkerttuli|Dendroica groppone giallo|キズタアメリカムシクイ|Geelstuitzanger|Myrteparula|lasówka pstra|Mariquita-coroada|Миртовый певун|horárik zlatohlavý|Gulgumpad skogssångare|黄腰林莺
Setophaga virens|Grünwaldsänger|Chipe de Garganta Negra|Grænskríkja|Sorthalset Sanger|lesňáček proužkoboký|seetrikerttuli|Dendroica verdastra golanera|ノドグロミドリアメリカムシクイ|Gele Zwartkeelzanger|Grønnparula|lasówka czarnogardla|Mariquita-de-garganta-preta|Зелёный лесной певун|horárik zelený|Grönryggad skogssångare|黑喉绿林莺
Cardellina canadensis|Kanadawaldsänger|Chipe Collarejo|Haustskríkja|Canadasanger|lesňáček kanadský|viirurintakerttuli|Parula canadese|クロボシアメリカムシクイ|Canadese Zanger|Kanadaparula|wilsonka kanadyjska|Mariquita-do-canada|Канадская вильсония|horárik kanadský|Kanadaskogssångare|加拿大威森莺
Cardellina pusilla|Mönchswaldsänger|Chipe de Coronilla Negra|Mýraskríkja|Sortkronet Sanger|lesňáček mniší|sitruunakerttuli|Parula di Wilson|ウイルソンアメリカムシクイ|Wilsons Zanger|Kalottparula|wilsonka mala||Малая вильсония|horárik vŕbový|Svartkronad skogssångare|黑头威森莺
Icteria virens|Gelbbrust-Waldsänger|Chipe Grande||Gulbrystet Busksmutte|lesňáček žlutoprsý|laulukerttuli|Itteria verdastra|オオアメリカムシクイ|Geelborstzanger|Gulbrystparula|slowikówka||Желтогрудый певун|ponôcka žltoprsá|Trastskogssångare|黄胸大(即鸟)莺
||||||||||||||||
Pipilo erythrophthalmus|Rotaugen-Rötelgrundammer|Rascador nororiental|Jarðtittlingur|Rødsidet Buskspurv|pipilo rudooký|loistopipilo|Pipilo fianchirossi occhirossi|ワキアカトウヒチョウ|Roodflanktowie|Rødsidetovi|pipil rudoboczny||Красноглазый тоухи|strnádlik červenooký|Brunsidig busksparv|棕胁唧鹀
Chondestes grammacus|Rainammer|Sabanero Arlequín|Nóntittlingur|Lærkespurv|strnádka travní|kirjopääsirkku|Passero calandra|ヒバリヒメドリ|Roodoorgors|Lerkespurv|nieszporek polny||Жаворонковая ласточка|strnádlik harlekýnsky|Lärksparv|鹨雀鹀
Passerculus sandwichensis|Grasammer|Sabanero Zanjero|Gresjutittlingur|Savannahspurv|strnádka skvrnitý|kenttäsirkkunen|Passero delle praterie|クサチヒメドリ|Savannegors|Musespurv|bagiennik zóltobrewy|Tico-tico-dos-prados|Саванная овсянка|strnádlik trávový|Gulbrynad grässparv|稀树草鹀
Passerella iliaca|Fuchsammer|Sabanero Rascador|Tófutittlingur|Rævespurv|strnadec liščí|kettusirkku|Passerella variabile|ゴマフスズメ|Roodstaartgors|Revespurv|pasówka rudosterna||Пестрогрудая овсянка|strnádlik gaštanový|Rävsparv|狐色雀鹀
Melospiza melodia|Singammer|Sabanero Melódico|Ómtittlingur|Sangspurv|strnadec zpěvný|laulusirkku|Passero cantore|ウタスズメ|Zanggors|Sangspurv|pasówka spiewna||Певчий воробей|strnádlik spevavý|Sångsparv|歌带鹀
Melospiza lincolnii|Lincoln-Ammer|Sabanero de Lincoln||Stribet Sangspurv|strnadec pruhohlavý|rämesirkku|Passero di Lincoln|ヒメウタスズメ|Lincolns Gors|Gråbrynspurv|pasówka plowa||Воробей Линкольна|strnádlik plavý|Lincolnsparv|林氏带鹀
Zonotrichia albicollis|Weißkehlammer|Sabanero de Garganta Blanca|Hörputittlingur|Hvidstrubet Spurv|strnadec bělohrdlý|valkokurkkusirkku|Passero golabianca|ノドジロシトド|Witkeelgors|Hvitstrupespurv|pasówka bialogardla|Escrevedeira-de-garganta-branca|Белошейная зонотрихия|strnádlik bielohrdlý|Vitstrupig sparv|白喉带鹀
Zonotrichia leucophrys|Dachsammer|Sabanero de Corona Blanca|Kúftittlingur|Hvidkronet Spurv|strnadec bělokorunkatý|juovapääsirkku|Passero corona bianca|ミヤマシトド|Witkruingors|Hvitkronespurv|pasówka bialobrewa|Escrevedeira-de-testa-branca|Белобровая овсянка|strnádlik jazvečí|Vitkronad sparv|白冠带鹀
Junco hyemalis|Junko|Junco Pizarroso|Vetrartittlingur|Mørkøjet Junco|strnadec zimní|tummajunkko|Junco occhiscuri|ユキヒメドリ|Grijze Junco|Vinterjunko|junko||Юнко|strnádlik sivý|Mörkögd junco|暗眼灯草鹀
Emberiza citrinella|Goldammer|Escribano Cerillo|Gultittlingur|Gulspurv|strnad obecný|keltasirkku|Zigolo giallo|キアオジ|Geelgors|Gulspurv|trznadel|Escrevedeira-amarela|Обыкновенная овсянка|strnádka obyčajná|Gulsparv|黄鹀
Emberiza leucocephalos|Fichtenammer|Escribano Pinero|Lerkitittlingur|Hvidkindet Værling|strnad bělohlavý|mäntysirkku|Zigolo golarossa|シラガホオジロ|Witkopgors|Hvithodespurv|trznadel białogłowy|Escrevedeira de Gmelin|Белошапочная овсянка|strnádka bielohlavá|Tallsparv|白头鹀
Emberiza cirlus|Zaunammer|Escribano Soteño|Álmtittlingur|Gærdeværling|strnad cvrčivý|pensassirkku|Zigolo nero|ノドグロアオジ|Cirlgors|Hekkspurv|cierlik|Escrevedeira-de-garganta-preta|Огородная овсянка|strnádka svrčivá|Häcksparv|黄道眉鹀
Emberiza cia|Zippammer|Escribano Montesino|Steintittlingur|Klippeværling|strnad viničý|vuorisirkku|Zigolo muciatto|ヒゲホオジロ|Grijze Gors|Klippespurv|głuszek|Cia|Горная овсянка|strnádka cia|Klippsparv|淡灰眉岩鹀
Emberiza godlewskii|Felsenammer|Escribano de Godlewski||Bjergværling|strnad pruhohlavý|kiinanvuorisirkku|Zigolo di Godlewski|ヒゲホオジロ|Rotsgors|Lispurv|trznadel Godlewskiego||Овсянка Годлевского|strnádka Godlewského|Mongolsparv|灰眉岩鹀
Emberiza buchanani|Steinortolan|Escribano de Cuello Gris|Meltittlingur|Bjerghortulan|strnad pustinný|kivikkosirkku|Zigolo collogrigio|イワバホオジロ|Steenortolaan|Rødbrystspurv|trznadel skalny||Скалистая овсянка|strnádka skalná|Bergortolan|灰颈鹀
Emberiza cineracea|Türkenammer|Escribano Cinéreo|Hlíðatittlingur|Gulgrå Værling|strnad šedý|keltapääsirkku|Zigolo cinerino|キノドアオジ|Smyrnagors|Tyrkerspurv|trznadel popielaty||Пепельная овсянка|strnádka sivastá|Gulgrå sparv|苍头鹀
Emberiza hortulana|Ortolan|Escribano Hortelano|Dultittlingur|Hortulan|strnad zahradní|peltosirkku|Ortolano|ズアオホオジロ|Ortolaan|Hortulan|ortolan|Sombria|Садовая овсянка|strnádka záhradná|Ortolansparv|圃鹀
Emberiza caesia|Grauortolan|Escribano Ceniciento|Hrjósturtittlingur|Rustværling|strnad šedokrký|ruostekurkkusirkku|Ortolano grigio|ノドアカホオジロ|Bruinkeelortolaan|Rustspurv|trznadel modroglowy|Escrevedeira-cinzenta|Овсянка Крешмара|strnádka sivokrká|Rostsparv|蓝头圃鹀
Emberiza striolata|Hausammer|Escribano Sahariano|Hústittlingur|Stribet Værling|strnad pruhovaný|kalliosirkku|Zigolo delle case|イエホオジロ|Huisgors|Ravinespurv|trznadel smuzkowany||Домовая овсянка|strnádka pásikavá|Bergsparv|黑纹鹀
Emberiza fucata|Graukopfammer|Escribano de Capucha Gris||Brunøret Værling|strnad šedotemenný|vyösirkku|Zigolo orecchie castane|ホオアカ|Grijskopgors|Rødkinnspurv|trznadel rdzawouchy||Ошейниковая овсянка|strnádka speváčka|Rödkindad sparv|栗耳鹀
Emberiza chrysophrys|Gelbbrauenammer|Escribano de Cejas Amarillas|Kvisttittlingur|Gulbrynet Værling|strnad zlatobrvý|kultakulmasirkku|Zigolo dai sopraccigli gialli|キマユホオジロ|Geelbrauwgors|Gulbrynspurv|trznadel zlotobrewy|Escrevedeira-de-solbrolho-amarelo|Желтобровая овсянка|strnádka zlatobrvá|Gulbrynad sparv|黄眉鹀
Emberiza pusilla|Zwergammer|Escribano Pigmeo|Dvergtittlingur|Dværgværling|strnad malinký|pikkusirkku|Zigolo minore|コホオアカ|Dwerggors|Dvergspurv|trznadelek|Escrevedeira-pigmeia|Овсянка-крошка|strnádka malá|Dvärgsparv|小鹀
Emberiza rustica|Waldammer|Escribano Rústico|Hrístittlingur|Pileværling|strnad rolní|pohjansirkku|Zigolo boschereccio|カシラダカ|Bosgors|Vierspurv|trznadel czubaty|Escrevedeira-rústica|Овсянка-ремез|strnádka roľná|Videsparv|田鹀
Emberiza aureola|Weidenammer|Semillerito de Pecho Amarillo|Víðitittlingur|Gulbrystet Værling|strnad obojkový|kultasirkku|Zigolo dal collare|シマアオジ|Wilgengors|Sibirspurv|trznadel złotawy|Escrevedeira-aureolada|Дубровник|strnádka obojková|Gyllensparv|黄胸鹀
Emberiza rutila|Rötelammer|Semillerito Castaño|Ryðtittlingur|Rødværling|strnad rezavý|kastanjasirkku|Zigolo rutilo|シマノジコ|Rosse Gors|Kastanjespurv|trznadel rudy|Escrevedeira-ferruginea|Рыжая овсянка|strnádka hrdzavá|Rödbrun sparv|栗鹀
Emberiza melanocephala|Kappenammer|Escribano de Cabeza Negra|Hettutittlingur|Hætteværling|strnad černohlavý|mustapääsirkku|Zigolo testanera|ズグロチャキンチョウ|Zwartkopgors|Svarthodespurv|trznadel czarnogłowy|Escrevedeira-de-cabeça-preta|Черноголовая овсянка|strnádka čiernohlavá|Svarthuvad sparv|黑头鹀
Emberiza bruniceps|Braunkopfammer|Escribano de Cabeza Roja|Stepputittlingur|Brunhovedet Værling|strnad hnědohlavý|ruskopääsirkku|Zigolo testa aranciata|チャキンチョウ|Bruinkopgors|Brunhodespurv|trznadel rudoglowy||Желчная овсянка|strnádka ryšavohlavá|Stäppsparv|褐头鹀
Emberiza spodocephala|Maskenammer|Escribano de Cara Negra|Kofratittlingur|Gråhovedet Værling|strnad olivový|harmaapääsirkku|Zigolo mascherato|アオジ|Maskergors|Gråhodespurv|trznadel szaroglowy|Escrevedeira-mascarada|Седоголовая овсянка|strnádka olivová|Gråhuvad sparv|灰头鹀
Emberiza pallasi|Pallas-Ammer|Escribano de Palla|Reyrtittlingur|Sibirisk Rørspurv|strnad tundrový|pikkupajusirkku|Zigolo del Pallas|シベリアジュリン|Pallas’ Rietgors|Krattspurv|potrzos popielaty|Escrevedeira de Pallas|Монгольская полярная овсянка|strnádka golierikatá|Dvärgsävsparv|苇鹀
Emberiza schoeniclus|Rohrammer|Escribano Palustre|Seftittlingur|Rørspurv|strnad rákosní|pajusirkku|Migliarino di palude|オオジュリン|Rietgors|Sivspurv|potrzos|Escrevedeira-dos-caniços|Тростниковая овсянка|strnádka trstinová|Sävsparv|芦鹀
Emberiza calandra|Grauammer|Escribano Triguero|Korntittlingur|Bomlærke|strnad luční|harmaasirkku|Strillozzo|ハタホオジロ|Grauwe Gors|Kornspurv|potrzeszcz|Trigueirão|Просянка|strnádka lúčna|Kornsparv|黍鹀
||||||||||||||||
Piranga rubra|Sommertangare|Quitrique Colorado|Sumartáni|Sommertangar|tangara ohnivá|kesätangara|Piranga estiva|ナツフウキンチョウ|Zomertangare|Sommertanagar|piranga pasowa|Sanhaço-vermelho|Алая пиранга|piranga červená|Sommartangara|玫红丽唐纳雀
Piranga olivacea|Scharlachtangare|Quitrique Rojo|Skarlatstáni|Skarlagentangar|tangara šarlatová|tulitangara|Piranga scarlatta|アカフウキンチョウ|Zwartvleugeltangare|Rødtanagar|piranga szkarlatna|Sanhaçu-escarlate|Красно-чёрная пиранга|piranga šarlátová|Scharlakanstangara|猩红丽唐纳雀
Pheucticus ludovicianus|Rosenbrust-Kernknacker|Piquigrueso Degollado|Tígultáti|Rosenbrystet Kernebider|dlaskovec růžovoprsý|punarintakardinaali|Beccogrosso pettorosa|ムネアカイカル|Roodborstkardinaal|Rosenbrysttykknebb|luszcz strojny|Bico-grosso-tricolor|Красногрудый кардинал|glezgovec ružovoprsý|Brokig kardinal|玫胸白斑翅雀
Passerina caerulea|Azurbischof|Piquigrueso Azul|Niðtittlingur|Koboltkernebider|dlaskovec modrý|sinikardinaali|Beccogrosso azzurro|ルリイカル|Blauwe Bisschop|Blåtykknebb|luszczyk blekitny||Синий болыиеклюв|pápežík modrý|Blåtjocknäbb|斑翅蓝彩鹀
Passerina amoena|Lazulifink|Azulillo Lazulito|Skrúðtittlingur|Lazulifinke|papežík lazurový|turkoosikardinaali|Papa lazuli|ムネアカルリノジコ|Lazuli'gors|Lazulispurv|luszczyk lazurowy||Лазурный овсянковый кардинал|pápežík pôvabný|Lazulifink|白腹蓝彩鹀
Passerina cyanea|Indigofink|Azulillo Norteño|Blátittlingur|Indigofinke|papežík indigový|indigokardinaali|Ministro|ルリノジコ|Indigogors|Indigospurv|łuszczyk indygowy|Mariposa-azul|Синяя овсянка|pápežík indigový|Indigofink|靛彩鹀
Spiza americana|Dickcissel|Arrocero Americano|Skjaldtittlingur|Dicksissel|papežík americký|preeriakardinaali|Spiza americana|ムナグロノジコ|Dickcissel|Sisselspurv|luszczynek czarnogardly|Papa-capim-americano|Американская овсянка|pápežík čiernohrdlý|Dicksissel|美洲雀
||||||||||||||||
Dolichonyx oryzivorus|Bobolink|Soldadito Arrocero|Rísstarli|Bobolink|bobolink kanadský|heinäturpiaali|Bobolink|ボボリング|Bobolink|Bobolink|ryzojad|Triste-pia|Боболинк|bobolink ryžový|Bobolink|刺歌雀
Sturnella magna|Lerchenstärling|Turpial Oriental|Stráklofi|Østlig Englærke|vlhovec východní|preeriaturpiaali|Sturnella allodola orientale|ヒガシマキバドリ|Witkaakweidespreeuw|Englerketrupial|wojak obrozny|Peito-amarelo-celouro|Восточный луговой трупиал|lúčnik obojkový|Östlig ängstrupial|东草地鹨
Xanthocephalus xanthocephalus|Brillenstärling|Turpial de Cabeza Amarilla|Gullsóti|Gulhovedet Trupial|vlhovec žlutohlavý|keltahupputurpiaali|Ittero testagialla|キガシラムクドリモドキ|Geelkoptroepiaal|Gulhodetrupial|kacyk zóltoglowy||Желтоголовый трупиал|lúčnik žltohlavý|Gulhuvad trupial|黄头黑鹂
Euphagus carolinus|Roststärling|Turpial Rojizo|Mýrasóti|Rødbrun Trupial|vlhovec severní|korpiturpiaali|Merlo americano|クロムクドリモドキ|Zwarte Troepiaal|Kanadatrupial|kacykarzyk karolinski||Ржавчатый трупиал|vlhovec tmavý|Myrtrupial|锈色黑鹂
Molothrus ater|Braunkopf-Kuhstärling|Vaquero de Cabeza Castaña|Kúastarli|Brunhovedet Kostær|vlhovec hnědohlavý|lehmäturpiaali|Molotro testabruna|コウウチョウ|Bruinkopkoevogel|Brunhodetrupial|starzyk brunatnoglowy||Буроголовый коровий трупиал|zanášač čierny|Brunhuvad kostare|褐头牛鹂
Icterus galbula|Baltimore Trupial|Ictérido anaranjado|Álmkraki|Baltimoretrupial|trupiál baltimorský|idänlehtoturpiaali|Oriolo di Baltimora|ボルチモアムクドリモドキ|Baltimoretroepiaal|Lundtrupial|kacyk pólnocny|Corrupião-de-baltimore|Балтиморский цветной трупиал|trupiál vlhovitý|Baltimoretrupial|橙腹拟鹂
||||||||||||||||
Fringilla coelebs|Buchfink|Pinzón Vulgar|Bókfinka|Bogfinke|pěnkava obecná|peippo|Fringuello comune|ズアオアトリ|Vink|Bokfink|zięba|Tentilhão-comum|Зяблик|pinka obyčajná|Bofink|苍头燕雀
Fringilla teydea|Teydefink|Pinzón de Teide|Blekfinka|Blå Bogfinke|pěnkava kanárská|kanarianpeippo|Fringuello di Teide|カナリアオアトリ|Blauwe Vink|Blåfink|zieba kanaryjska LRcd||Синий зяблик|pinka modrá|Blå bofink|蓝燕雀
Fringilla montifringilla|Bergfink|Pinzón Real|Fjallafinka|Kvækerfinke|pěnkava jikavec|järripeippo|Peppola|アトリ|Keep|Bjørkefink|jer|Tentilhão-montês|Вьюрок|pinka severská (ikavec)|Bergfink|燕雀
Bucanetes githagineus|Wüstengimpel|Camachuelo Trompetero|Lúðurfinka|Ørkendompap|hýl pouštní|aavikkotulkku|Trombettiere|ナキマシコ|Woestijnvink|Trompeterfink|gilak pustynny|Pintarroxo-trombeteiro|Пустынный снегирь|hýľovec púšťový|Ökentrumpetare|沙雀
Bucanetes mongolicus|Mongolengimpel|Camachuelo Mongolés|Hornfinka|Mongolsk Ørkendompap|hýl mongolský|rotkotulkku|Trombettiere mongolo|モウコナキマシコ|Mongoolse Woestijnvink|Steinfink|gilak mongolski||Монгольский пустынный снегирь|hýľovec skalný|Mongolfink|蒙古沙雀
Pinicola enucleator|Hakengimpel|Pinicola de Pico Grueso|Krókfinka|Krognæb|hýl křivčí|taviokuurna|Ciuffolotto delle pinete|ギンザンマシコ|Haakbek|Konglebit|łuskowiec|Pintarroxo-de-bico-grosso|Щур|smrečiar krivonosí|Tallbit|松雀
Carpodacus erythrinus|Karmingimpel|Camachuelo Carminoso|Rósafinka|Karmindompap|hýl rudý|punavarpunen|Ciuffolotto scarlatto|アカマシコ|Roodmus|Rosenfink|dziwonia|Pintarroxo-carmíneo|Обыкновенная чечевица|červenák karmínový|Rosenfink|普通朱雀
Carpodacus roseus|Rosengimpel|Carpodaco de Pallas|Dreyrfinka|Rosenfinke|hýl růžový|taigapunavarpunen|Ciuffolotto del Pallas|オオマシコ|Pallas’ Roodmus|Karminfink|dziwonia syberyjska|Pintarrôxo-róseo|Сибирская чечевица|červenák ružový|Sibirisk rosenfink|北朱雀
Carpodacus rubicilla|Berggimpel|Carpodaco Caucaso|Jarpfinka|Stor Rosenfinke|hýl velký|rakkapunavarpunen|Ciuffolotto scarlatto maggiore|シロボシマシコ|Grote Roodmus|Fjellrosenfink|dziwonia kaukaska||Большая чечевица|červenák veľký|Större rosenfink|大朱雀
Chloris chloris|Grünling|Verderón Común|Grænfinka|Grønirisk|zvonek zelený|viherpeippo|Verdone eurasiatico|オオカワラヒワ|Groenling|Grønnfink|dzwoniec|Verdilhão-comum|Зеленушка|zelienka obyčajná|Grönfink|欧金翅雀
Loxia pytyopsittacus|Kiefernkreuzschnabel|Piquituerto Lorito|Pánefur|Stor Korsnæb|křivka velká|isokäpylintu|Crociere delle pinete|ハシブトイスカ|Grote Kruisbek|Furukorsnebb|krzyżodziób sosnowy|Cruza-bico-papagaio|Клёст-сосновик|krivonos sosnový|Större korsnäbb|鹦交嘴雀
Loxia scotica|Schottland-Kreuzschnabel|Piquituerto Escocés|Skotanefur|Skotsk Korsnæb|křivka skotská|skotlanninkäpylintu|Crociere scozzese|スコットランドイスカ|Schotse Kruisbek|Skottekorsnebb|krzyzodziób szkocki|Cruza-bico-escocês|Шотландский клёст|krivonos škótsky|Skotsk korsnäbb|苏格兰交嘴雀
Loxia curvirostra|Fichtenkreuzschnabel|Piquituerto Común||Lille Korsnæb|křivka obecná|pikkukäpylintu|Crociere comune|イスカ|Kruisbek|Grankorsnebb|krzyżodziób świerkowy||Клёст-еловик|krivonos smrekový|Mindre korsnäbb|红交嘴雀
